sample_idx,param,ref,pred,abs_error,sq_error
8,cross_to_ground,0.727396,0.72924,0.00184453,3.40229e-06
8,claw_to_ground,0.56561,0.563898,0.00171159,2.92953e-06
8,cross_to_claw,0.351159,0.372803,0.0216443,0.000468476
8,cross_to_cross,0.727396,0.729017,0.00162107,2.62788e-06
8,claw_to_claw,0.55939,0.559437,4.70564e-05,2.2143e-09
8,ground_to_ground,0.69342,0.688759,0.00466067,2.17219e-05
9,cross_to_ground,0.479908,0.478979,0.000929157,8.63333e-07
9,claw_to_ground,0.19681,0.194293,0.00251742,6.33742e-06
9,cross_to_claw,0.108308,0.119325,0.0110165,0.000121363
9,cross_to_cross,0.479908,0.479025,0.000882457,7.78731e-07
9,claw_to_claw,0.189715,0.189123,0.00059256,3.51127e-07
9,ground_to_ground,0.389957,0.38377,0.00618683,3.82768e-05
10,cross_to_ground,0.60078,0.609815,0.00903589,8.16473e-05
10,claw_to_ground,0.0565484,0.05539,0.00115839,1.34186e-06
10,cross_to_claw,0.0681407,0.0649479,0.00319281,1.0194e-05
10,cross_to_cross,0.60078,0.609657,0.00887782,7.88156e-05
10,claw_to_claw,0.0543513,0.0535359,0.000815399,6.64876e-07
10,ground_to_ground,0.41675,0.416668,8.25141e-05,6.80857e-09
11,cross_to_ground,0.493119,0.493284,0.000164376,2.70196e-08
11,claw_to_ground,0.306298,0.306264,3.37899e-05,1.14176e-09
11,cross_to_claw,0.296525,0.291718,0.00480718,2.3109e-05
11,cross_to_cross,0.493119,0.493128,8.15255e-06,6.6464e-11
11,claw_to_claw,0.311245,0.311068,0.00017687,3.12829e-08
11,ground_to_ground,0.441433,0.435597,0.00583593,3.40581e-05
12,cross_to_ground,0.537162,0.537017,0.000144829,2.09753e-08
12,claw_to_ground,0.114079,0.115747,0.00166854,2.78404e-06
12,cross_to_claw,0.143708,0.139514,0.00419393,1.7589e-05
12,cross_to_cross,0.537162,0.537008,0.000154306,2.38102e-08
12,claw_to_claw,0.115937,0.117411,0.00147339,2.17089e-06
12,ground_to_ground,0.399512,0.39322,0.00629246,3.9595e-05
13,cross_to_ground,0.918219,0.912126,0.00609291,3.71236e-05
13,claw_to_ground,0.487888,0.481636,0.00625136,3.90796e-05
13,cross_to_claw,0.2748,0.290477,0.0156766,0.000245755
13,cross_to_cross,0.918219,0.912458,0.00576008,3.31785e-05
13,claw_to_claw,0.478647,0.473516,0.00513159,2.63332e-05
13,ground_to_ground,0.784138,0.777205,0.00693315,4.80686e-05
14,cross_to_ground,0.139702,0.138724,0.000977539,9.55582e-07
14,claw_to_ground,0.00398327,0.0129196,0.00893629,7.98572e-05
14,cross_to_claw,0.0670322,0.0654222,0.00161003,2.5922e-06
14,cross_to_cross,0.139702,0.138861,0.000840746,7.06854e-07
14,claw_to_claw,0.00585176,0.0148391,0.00898734,8.07722e-05
14,ground_to_ground,0.0952746,0.0899822,0.00529235,2.8009e-05
15,cross_to_ground,0.94293,0.938466,0.00446416,1.99287e-05
15,claw_to_ground,0.796102,0.794154,0.00194841,3.79629e-06
15,cross_to_claw,0.805132,0.807146,0.00201411,4.05662e-06
15,cross_to_cross,0.94293,0.938032,0.00489868,2.3997e-05
15,claw_to_claw,0.82062,0.817032,0.00358846,1.28771e-05
15,ground_to_ground,0.917746,0.912024,0.00572194,3.27406e-05
16,cross_to_ground,0,0.0188105,0.0188105,0.000353836
16,claw_to_ground,0,-0.00514078,0.00514078,2.64276e-05
16,cross_to_claw,0.0999774,0.0815177,0.0184598,0.000340763
16,cross_to_cross,0,0.0189182,0.0189182,0.000357899
16,claw_to_claw,0.0060894,7.0557e-05,0.00601884,3.62265e-05
16,ground_to_ground,0,0.00403157,0.00403157,1.62535e-05
17,cross_to_ground,0.142421,0.142207,0.000214016,4.58029e-08
17,claw_to_ground,0.0605432,0.0590173,0.00152589,2.32835e-06
17,cross_to_claw,0.0348862,0.0374568,0.00257059,6.60792e-06
17,cross_to_cross,0.142421,0.142273,0.00014787,2.18655e-08
17,claw_to_claw,0.0555183,0.0553982,0.000120059,1.44142e-08
17,ground_to_ground,0.118941,0.11043,0.00851074,7.24327e-05
18,cross_to_ground,0.925515,0.925318,0.000197089,3.88441e-08
18,claw_to_ground,0.604348,0.606663,0.00231462,5.35745e-06
18,cross_to_claw,0.598967,0.603619,0.00465207,2.16417e-05
18,cross_to_cross,0.925515,0.925377,0.000137842,1.90004e-08
18,claw_to_claw,0.62046,0.621564,0.00110466,1.22026e-06
18,ground_to_ground,0.834103,0.832592,0.0015109,2.28283e-06
19,cross_to_ground,0.46432,0.464394,7.36839e-05,5.42932e-09
19,claw_to_ground,0.298122,0.29907,0.00094758,8.97908e-07
19,cross_to_claw,0.33491,0.33053,0.00438075,1.91909e-05
19,cross_to_cross,0.46432,0.464264,5.57178e-05,3.10447e-09
19,claw_to_claw,0.30763,0.308153,0.000522445,2.72948e-07
19,ground_to_ground,0.421525,0.415056,0.00646876,4.18448e-05
20,cross_to_ground,0.891668,0.893434,0.00176588,3.11832e-06
20,claw_to_ground,0.687523,0.69102,0.00349701,1.22291e-05
20,cross_to_claw,0.691203,0.697734,0.00653072,4.26503e-05
20,cross_to_cross,0.891668,0.893685,0.00201717,4.06898e-06
20,claw_to_claw,0.707502,0.709751,0.00224925,5.05913e-06
20,ground_to_ground,0.84453,0.84446,6.99476e-05,4.89266e-09
21,cross_to_ground,0.209401,0.209199,0.000201481,4.05945e-08
21,claw_to_ground,0.16049,0.158101,0.00238934,5.70892e-06
21,cross_to_claw,0.107661,0.109361,0.00170065,2.89222e-06
21,cross_to_cross,0.209401,0.209207,0.000193717,3.75264e-08
21,claw_to_claw,0.156565,0.154917,0.0016474,2.71391e-06
21,ground_to_ground,0.199076,0.19241,0.00666593,4.44346e-05
22,cross_to_ground,0.692516,0.694285,0.00176932,3.13048e-06
22,claw_to_ground,0.531483,0.532652,0.00116923,1.3671e-06
22,cross_to_claw,0.498605,0.499169,0.000563389,3.17407e-07
22,cross_to_cross,0.692516,0.694055,0.00153871,2.36762e-06
22,claw_to_claw,0.542134,0.543051,0.000917563,8.41922e-07
22,ground_to_ground,0.655717,0.653785,0.001932,3.73263e-06
23,cross_to_ground,0.769702,0.77361,0.0039089,1.52795e-05
23,claw_to_ground,0.424755,0.42522,0.000464744,2.15987e-07
23,cross_to_claw,0.259371,0.270903,0.0115323,0.000132993
23,cross_to_cross,0.769702,0.773593,0.00389149,1.51437e-05
23,claw_to_claw,0.418109,0.419157,0.00104809,1.0985e-06
23,ground_to_ground,0.665504,0.664698,0.000806114,6.49819e-07
24,cross_to_ground,0.258,0.261315,0.00331503,1.09894e-05
24,claw_to_ground,0.21874,0.220896,0.00215631,4.64968e-06
24,cross_to_claw,0.246798,0.248079,0.00128125,1.64161e-06
24,cross_to_cross,0.258,0.261146,0.00314608,9.89784e-06
24,claw_to_claw,0.225223,0.227886,0.00266353,7.0944e-06
24,ground_to_ground,0.253757,0.25055,0.00320635,1.02807e-05
25,cross_to_ground,0.873419,0.875065,0.00164575,2.7085e-06
25,claw_to_ground,0.493681,0.495177,0.00149602,2.23807e-06
25,cross_to_claw,0.489826,0.49031,0.000483741,2.34005e-07
25,cross_to_cross,0.873419,0.875182,0.00176246,3.10626e-06
25,claw_to_claw,0.505971,0.506453,0.000481817,2.32147e-07
25,ground_to_ground,0.759677,0.758009,0.00166786,2.78176e-06
26,cross_to_ground,0.755331,0.755193,0.000138319,1.91321e-08
26,claw_to_ground,0.383603,0.386647,0.00304339,9.26223e-06
26,cross_to_claw,0.394723,0.386716,0.00800734,6.41176e-05
26,cross_to_cross,0.755331,0.755068,0.000263012,6.91751e-08
26,claw_to_claw,0.393385,0.395043,0.00165767,2.74787e-06
26,ground_to_ground,0.643707,0.639237,0.00447032,1.99837e-05
27,cross_to_ground,0.505304,0.511559,0.00625493,3.91241e-05
27,claw_to_ground,0.52364,0.531434,0.00779392,6.07453e-05
27,cross_to_claw,0.560928,0.575275,0.014347,0.000205835
27,cross_to_cross,0.505304,0.511408,0.00610407,3.72596e-05
27,claw_to_claw,0.541912,0.54953,0.00761761,5.8028e-05
27,ground_to_ground,0.531207,0.533404,0.00219644,4.82437e-06
28,cross_to_ground,0.545629,0.546384,0.000754269,5.68922e-07
28,claw_to_ground,0.563185,0.561227,0.00195813,3.83428e-06
28,cross_to_claw,0.409048,0.422999,0.0139513,0.000194638
28,cross_to_cross,0.545629,0.546124,0.00049475,2.44778e-07
28,claw_to_claw,0.563517,0.562356,0.00116044,1.34662e-06
28,ground_to_ground,0.570727,0.567005,0.0037222,1.38548e-05
29,cross_to_ground,0.60262,0.602964,0.000343191,1.1778e-07
29,claw_to_ground,0.148766,0.1471,0.00166613,2.77598e-06
29,cross_to_claw,0.0669745,0.0765648,0.00959029,9.19736e-05
29,cross_to_cross,0.60262,0.602701,8.06917e-05,6.51116e-09
29,claw_to_claw,0.140655,0.140507,0.000148288,2.19892e-08
29,ground_to_ground,0.45434,0.447462,0.0068775,4.73e-05
30,cross_to_ground,0.567084,0.567298,0.000214267,4.59103e-08
30,claw_to_ground,0.114787,0.116346,0.00155886,2.43005e-06
30,cross_to_claw,0.143329,0.138734,0.00459517,2.11156e-05
30,cross_to_cross,0.567084,0.567324,0.000240731,5.79516e-08
30,claw_to_claw,0.11664,0.117783,0.00114329,1.30712e-06
30,ground_to_ground,0.418628,0.413261,0.00536723,2.88071e-05
31,cross_to_ground,0.657518,0.657656,0.000137926,1.90235e-08
31,claw_to_ground,0.222303,0.220184,0.00211958,4.49263e-06
31,cross_to_claw,0.121132,0.127661,0.00652898,4.26276e-05
31,cross_to_cross,0.657518,0.65754,2.13986e-05,4.579e-10
31,claw_to_claw,0.214576,0.21369,0.000886722,7.86276e-07
31,ground_to_ground,0.515968,0.511044,0.00492433,2.4249e-05
32,cross_to_ground,0.611292,0.612413,0.00112078,1.25614e-06
32,claw_to_ground,0.300248,0.304841,0.00459293,2.1095e-05
32,cross_to_claw,0.320879,0.314245,0.00663389,4.40084e-05
32,cross_to_cross,0.611292,0.612412,0.00112048,1.25547e-06
32,claw_to_claw,0.308055,0.311546,0.00349111,1.21878e-05
32,ground_to_ground,0.518421,0.514381,0.00403989,1.63207e-05
33,cross_to_ground,0.0815882,0.0807641,0.000824045,6.7905e-07
33,claw_to_ground,0.0291703,0.0300252,0.000854893,7.30842e-07
33,cross_to_claw,0.102988,0.0941147,0.0088738,7.87443e-05
33,cross_to_cross,0.0815882,0.0809023,0.000685852,4.70393e-07
33,claw_to_claw,0.0334395,0.0339038,0.000464292,2.15567e-07
33,ground_to_ground,0.0658121,0.058207,0.00760507,5.7837e-05
34,cross_to_ground,0.654473,0.655874,0.00140044,1.96122e-06
34,claw_to_ground,0.279923,0.278797,0.00112606,1.26801e-06
34,cross_to_claw,0.160982,0.1684,0.00741817,5.50292e-05
34,cross_to_cross,0.654473,0.655923,0.00144925,2.10034e-06
34,claw_to_claw,0.272562,0.27243,0.000132357,1.75185e-08
34,ground_to_ground,0.535635,0.532072,0.00356249,1.26913e-05
35,cross_to_ground,0.637794,0.638961,0.00116686,1.36156e-06
35,claw_to_ground,0.354437,0.358755,0.0043174,1.86399e-05
35,cross_to_claw,0.373647,0.36649,0.00715646,5.12149e-05
35,cross_to_cross,0.637794,0.638897,0.00110302,1.21666e-06
35,claw_to_claw,0.364432,0.367153,0.00272164,7.40732e-06
35,ground_to_ground,0.554764,0.552345,0.00241873,5.85024e-06
36,cross_to_ground,0.617479,0.619902,0.00242368,5.87421e-06
36,claw_to_ground,0.45649,0.457166,0.000675711,4.56585e-07
36,cross_to_claw,0.289251,0.307678,0.0184264,0.000339532
36,cross_to_cross,0.617479,0.619786,0.00230721,5.32322e-06
36,claw_to_claw,0.45152,0.45325,0.00173024,2.99373e-06
36,ground_to_ground,0.576924,0.576153,0.000770543,5.93736e-07
37,cross_to_ground,0.812777,0.81463,0.00185296,3.43347e-06
37,claw_to_ground,0.195035,0.193328,0.00170764,2.91603e-06
37,cross_to_claw,0.0984264,0.106431,0.008005,6.40801e-05
37,cross_to_cross,0.812777,0.814278,0.00150136,2.25407e-06
37,claw_to_claw,0.186507,0.186216,0.000290463,8.4369e-08
37,ground_to_ground,0.606719,0.603164,0.00355507,1.26385e-05
38,cross_to_ground,0.538688,0.538662,2.64282e-05,6.98448e-10
38,claw_to_ground,0.202514,0.20149,0.00102392,1.04841e-06
38,cross_to_claw,0.105008,0.117546,0.0125383,0.00015721
38,cross_to_cross,0.538688,0.538673,1.50437e-05,2.26313e-10
38,claw_to_claw,0.194892,0.195425,0.000532416,2.83466e-07
38,ground_to_ground,0.433409,0.425877,0.00753213,5.6733e-05
39,cross_to_ground,0.769215,0.767989,0.00122635,1.50394e-06
39,claw_to_ground,0.344629,0.342191,0.00243827,5.94516e-06
39,cross_to_claw,0.190387,0.202718,0.0123308,0.000152048
39,cross_to_cross,0.769215,0.767899,0.00131624,1.73248e-06
39,claw_to_claw,0.336031,0.334947,0.00108409,1.17525e-06
39,ground_to_ground,0.637044,0.630049,0.00699523,4.89333e-05
40,cross_to_ground,0.773005,0.771792,0.00121331,1.47213e-06
40,claw_to_ground,0.51394,0.514997,0.00105687,1.11697e-06
40,cross_to_claw,0.524812,0.516562,0.00824924,6.80499e-05
40,cross_to_cross,0.773005,0.771478,0.00152731,2.33268e-06
40,claw_to_claw,0.529111,0.528223,0.000888229,7.88951e-07
40,ground_to_ground,0.704382,0.699144,0.00523854,2.74423e-05
41,cross_to_ground,0.280103,0.28699,0.00688708,4.74318e-05
41,claw_to_ground,0.299616,0.307513,0.00789673,6.23583e-05
41,cross_to_claw,0.355082,0.379641,0.0245585,0.000603119
41,cross_to_cross,0.280103,0.287319,0.00721579,5.20677e-05
41,claw_to_claw,0.311971,0.320798,0.00882656,7.79082e-05
41,ground_to_ground,0.298702,0.300162,0.00146051,2.1331e-06
42,cross_to_ground,0.620861,0.624026,0.00316464,1.00149e-05
42,claw_to_ground,0.253265,0.25292,0.000345263,1.19206e-07
42,cross_to_claw,0.235371,0.235488,0.000116648,1.36067e-08
42,cross_to_cross,0.620861,0.62395,0.00308918,9.54304e-06
42,claw_to_claw,0.255459,0.255154,0.000305499,9.33296e-08
42,ground_to_ground,0.504177,0.501272,0.00290419,8.43434e-06
43,cross_to_ground,0.426586,0.4244,0.00218591,4.7782e-06
43,claw_to_ground,0.00655303,0.00902018,0.00246715,6.08681e-06
43,cross_to_claw,0.0544923,0.0476717,0.00682063,4.6521e-05
43,cross_to_cross,0.426586,0.424638,0.00194782,3.794e-06
43,claw_to_claw,0.00605767,0.00804548,0.00198781,3.95139e-06
43,ground_to_ground,0.285427,0.278436,0.00699013,4.88619e-05
44,cross_to_ground,0.504124,0.505449,0.00132499,1.75559e-06
44,claw_to_ground,0.167121,0.172064,0.00494323,2.44355e-05
44,cross_to_claw,0.195266,0.190649,0.00461644,2.13115e-05
44,cross_to_cross,0.504124,0.505414,0.0012894,1.66256e-06
44,claw_to_claw,0.170796,0.17534,0.00454377,2.06459e-05
44,ground_to_ground,0.398401,0.393543,0.00485861,2.36061e-05
45,cross_to_ground,0.321825,0.323536,0.00171128,2.92848e-06
45,claw_to_ground,0.275225,0.27547,0.000244643,5.98504e-08
45,cross_to_claw,0.185685,0.193513,0.00782783,6.1275e-05
45,cross_to_cross,0.321825,0.323667,0.00184158,3.39141e-06
45,claw_to_claw,0.27184,0.272516,0.0006752,4.55895e-07
45,ground_to_ground,0.316101,0.312007,0.00409406,1.67613e-05
46,cross_to_ground,0.795008,0.788254,0.0067537,4.56125e-05
46,claw_to_ground,0.621039,0.615156,0.00588341,3.46145e-05
46,cross_to_claw,0.640845,0.633811,0.00703315,4.94652e-05
46,cross_to_cross,0.795008,0.788147,0.00686123,4.70765e-05
46,claw_to_claw,0.640695,0.633288,0.00740751,5.48712e-05
46,ground_to_ground,0.758622,0.748533,0.0100895,0.000101797
47,cross_to_ground,0.712403,0.71257,0.000166806,2.78244e-08
47,claw_to_ground,0.288444,0.286867,0.00157773,2.48923e-06
47,cross_to_claw,0.154069,0.166647,0.0125775,0.000158193
47,cross_to_cross,0.712403,0.712493,8.96184e-05,8.03146e-09
47,claw_to_claw,0.280121,0.279799,0.000322479,1.03993e-07
47,ground_to_ground,0.578896,0.572564,0.00633177,4.00913e-05
48,cross_to_ground,0.393712,0.398247,0.0045354,2.05698e-05
48,claw_to_ground,0.416281,0.422373,0.00609148,3.71061e-05
48,cross_to_claw,0.457818,0.478435,0.0206174,0.000425079
48,cross_to_cross,0.393712,0.398243,0.0045312,2.05317e-05
48,claw_to_claw,0.431379,0.438047,0.00666858,4.447e-05
48,ground_to_ground,0.416803,0.417309,0.000506163,2.56201e-07
49,cross_to_ground,0.579936,0.581074,0.00113784,1.29469e-06
49,claw_to_ground,0.325675,0.329809,0.00413406,1.70904e-05
49,cross_to_claw,0.350458,0.343151,0.00730614,5.33797e-05
49,cross_to_cross,0.579936,0.580986,0.00105005,1.1026e-06
49,claw_to_claw,0.335253,0.337914,0.00266075,7.07959e-06
49,ground_to_ground,0.506982,0.503317,0.0036649,1.34315e-05
